area_type,availability,location,size,society,total_sqft,bath,balcony,price,floor,furnishing
Built-up,Ready To Move,Hadapsar,2 BHK,Society1,1000,3,2,53.77,Top,Fully Furnished
Built-up,Ready To Move,Pashan,4 BHK,Society5,1500,3,2,68.54,3rd,Fully Furnished
Super Built-up,Ready To Move,Kothrud,4 BHK,Society4,1500,4,1,77.99,Top,Semi-Furnished
Carpet,Ready To Move,Aundh,1 BHK,Society5,800,4,3,92.7,5th,Semi-Furnished
Built-up,Under Construction,Baner,1 BHK,Society3,800,2,3,95.85,3rd,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,1 BHK,Society4,800,4,1,44.33,5th,Semi-Furnished
Carpet,Ready To Move,Kothrud,4 BHK,Society1,1500,4,2,78.61,4th,Unfurnished
Carpet,Under Construction,Shivaji Nagar,3 BHK,Society2,1200,1,3,90.03,5th,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society3,1000,1,1,98.78,1st,Semi-Furnished
Super Built-up,Ready To Move,Pashan,4 BHK,Society4,1500,4,1,67.25,Ground,Fully Furnished
Carpet,Ready To Move,Shivaji Nagar,4 BHK,Society1,1500,4,2,92.29,4th,Unfurnished
Super Built-up,Under Construction,Baner,2 BHK,Society3,1000,3,1,98.07,Ground,Semi-Furnished
Carpet,Under Construction,Baner,2 BHK,Society2,1000,1,2,97.97,Top,Unfurnished
Built-up,Ready To Move,Viman Nagar,1 BHK,Society4,800,4,3,95.45,Ground,Semi-Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society2,800,4,2,69.35,5th,Unfurnished
Carpet,Under Construction,Kothrud,1 BHK,Society5,800,4,2,69.08,Top,Fully Furnished
Super Built-up,Under Construction,Baner,3 BHK,Society3,1200,4,2,101.99,3rd,Unfurnished
Carpet,Ready To Move,Wakad,1 BHK,Society5,800,1,3,64.45,2nd,Semi-Furnished
Super Built-up,Under Construction,Viman Nagar,2 BHK,Society5,1000,3,1,97.19,Ground,Semi-Furnished
Super Built-up,Under Construction,Kothrud,4 BHK,Society2,1500,1,2,78.92,Top,Semi-Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society4,800,3,3,69.93,Top,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,1 BHK,Society1,800,4,2,45.05,5th,Fully Furnished
Built-up,Ready To Move,Viman Nagar,1 BHK,Society3,800,2,3,94.58,5th,Semi-Furnished
Carpet,Ready To Move,Wakad,3 BHK,Society1,1200,3,2,71.28,1st,Unfurnished
Built-up,Ready To Move,Baner,4 BHK,Society1,1500,3,2,103.24,5th,Unfurnished
Super Built-up,Ready To Move,Pashan,2 BHK,Society1,1000,3,1,63.68,1st,Unfurnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society2,1500,3,2,68.73,1st,Unfurnished
Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society4,1200,4,3,65.79,5th,Semi-Furnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society3,1500,1,3,97.02,4th,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,2 BHK,Society5,1000,1,2,48.96,Ground,Unfurnished
Super Built-up,Under Construction,Magarpatta,4 BHK,Society2,1500,1,1,98.85,Ground,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,1,2,51.17,Top,Semi-Furnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society1,800,4,2,84.33,5th,Unfurnished
Carpet,Ready To Move,Wakad,1 BHK,Society3,800,2,2,64.49,Top,Fully Furnished
Carpet,Under Construction,Kharadi,2 BHK,Society1,1000,2,2,92.38,3rd,Unfurnished
Super Built-up,Ready To Move,Kothrud,1 BHK,Society3,800,1,2,70.63,2nd,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society1,1000,2,2,94.7,1st,Semi-Furnished
Built-up,Under Construction,Pashan,4 BHK,Society3,1500,4,3,68.77,Ground,Semi-Furnished
Built-up,Ready To Move,Kothrud,3 BHK,Society5,1200,4,2,76.44,2nd,Unfurnished
Carpet,Under Construction,Baner,1 BHK,Society3,800,1,1,94.54,2nd,Fully Furnished
Carpet,Under Construction,Magarpatta,3 BHK,Society4,1200,4,1,95.12,3rd,Fully Furnished
Super Built-up,Under Construction,Aundh,1 BHK,Society1,800,1,3,92.62,5th,Unfurnished
Built-up,Ready To Move,Hadapsar,4 BHK,Society4,1500,4,1,57.99,2nd,Semi-Furnished
Carpet,Ready To Move,Baner,2 BHK,Society5,1000,3,1,98.18,3rd,Fully Furnished
Carpet,Ready To Move,Wakad,2 BHK,Society4,1000,1,3,68.21,3rd,Fully Furnished
Carpet,Ready To Move,Pashan,1 BHK,Society1,800,4,3,60.81,4th,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,3 BHK,Society5,1200,3,2,50.68,Top,Fully Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society2,800,3,3,90.24,Ground,Fully Furnished
Built-up,Ready To Move,Wakad,3 BHK,Society1,1200,2,1,70.49,Ground,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,2 BHK,Society2,1000,4,3,48.87,Top,Unfurnished
Built-up,Under Construction,Baner,3 BHK,Society3,1200,4,3,100.29,4th,Semi-Furnished
Carpet,Under Construction,Wakad,3 BHK,Society5,1200,3,1,71.7,Ground,Unfurnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society5,800,4,2,90.61,2nd,Unfurnished
Carpet,Under Construction,Kharadi,1 BHK,Society4,800,3,1,89.72,Top,Semi-Furnished
Carpet,Under Construction,Pimpri-Chinchwad,4 BHK,Society1,1500,4,3,68.55,2nd,Fully Furnished
Built-up,Under Construction,Hinjawadi,4 BHK,Society4,1500,4,2,92.76,5th,Fully Furnished
Built-up,Ready To Move,Kothrud,1 BHK,Society4,800,1,2,70.58,5th,Unfurnished
Built-up,Ready To Move,Pashan,3 BHK,Society3,1200,1,1,65.65,Top,Fully Furnished
Super Built-up,Ready To Move,Hadapsar,1 BHK,Society2,800,2,1,50.9,4th,Semi-Furnished
Super Built-up,Under Construction,Shivaji Nagar,3 BHK,Society1,1200,3,3,91.74,3rd,Fully Furnished
Built-up,Under Construction,Pimpri-Chinchwad,2 BHK,Society4,1000,4,2,63.49,5th,Semi-Furnished
Carpet,Ready To Move,Wakad,4 BHK,Society1,1500,3,2,73.25,Top,Unfurnished
Super Built-up,Ready To Move,Wakad,3 BHK,Society4,1200,4,3,70.94,Top,Unfurnished
Carpet,Under Construction,Kothrud,1 BHK,Society4,800,3,1,70.84,2nd,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,2 BHK,Society3,1000,3,2,48.59,Ground,Fully Furnished
Carpet,Under Construction,Aundh,1 BHK,Society1,800,1,1,91.3,4th,Fully Furnished
Carpet,Under Construction,Kharadi,1 BHK,Society3,800,2,1,90.31,Top,Unfurnished
Super Built-up,Under Construction,Kharadi,2 BHK,Society1,1000,2,2,92.45,1st,Semi-Furnished
Super Built-up,Under Construction,Aundh,3 BHK,Society5,1200,1,2,98.09,Top,Semi-Furnished
Carpet,Under Construction,Kothrud,4 BHK,Society2,1500,4,2,78.67,1st,Semi-Furnished
Built-up,Under Construction,Pashan,2 BHK,Society4,1000,4,3,63.74,Ground,Unfurnished
Built-up,Under Construction,Pashan,2 BHK,Society5,1000,3,2,63.85,4th,Semi-Furnished
Super Built-up,Ready To Move,Pashan,3 BHK,Society5,1200,1,1,66.84,5th,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,2 BHK,Society3,1000,4,1,62.15,Top,Semi-Furnished
Carpet,Ready To Move,Hinjawadi,3 BHK,Society1,1200,1,3,91.99,3rd,Fully Furnished
Built-up,Ready To Move,Wakad,3 BHK,Society1,1200,4,3,71.58,1st,Unfurnished
Built-up,Ready To Move,Magarpatta,1 BHK,Society3,800,4,2,90.98,3rd,Fully Furnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society4,1200,2,2,100.97,Top,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,2 BHK,Society3,1000,2,1,48.17,3rd,Fully Furnished
Super Built-up,Under Construction,Hinjawadi,2 BHK,Society5,1000,1,3,87.12,1st,Unfurnished
Super Built-up,Ready To Move,Viman Nagar,1 BHK,Society5,800,2,1,94.53,1st,Unfurnished
Super Built-up,Under Construction,Magarpatta,2 BHK,Society4,1000,4,1,92.39,2nd,Unfurnished
Carpet,Ready To Move,Sadashiv Peth,3 BHK,Society2,1200,2,2,50.25,4th,Unfurnished
Super Built-up,Under Construction,Sadashiv Peth,4 BHK,Society5,1500,3,3,53.69,3rd,Fully Furnished
Carpet,Under Construction,Aundh,3 BHK,Society1,1200,3,3,97.78,2nd,Semi-Furnished
Built-up,Ready To Move,Aundh,1 BHK,Society2,800,3,1,92.25,5th,Fully Furnished
Carpet,Ready To Move,Wakad,1 BHK,Society2,800,1,1,65.4,5th,Fully Furnished
Built-up,Under Construction,Kharadi,2 BHK,Society5,1000,3,1,92.54,2nd,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,2 BHK,Society2,1000,4,2,48.77,2nd,Semi-Furnished
Built-up,Under Construction,Kharadi,3 BHK,Society1,1200,3,3,96.73,1st,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,4 BHK,Society3,1500,1,1,53.78,5th,Fully Furnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society3,800,4,3,89.18,1st,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society1,1000,1,2,98.88,Top,Fully Furnished
Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society5,1200,2,3,90.15,2nd,Fully Furnished
Carpet,Under Construction,Wakad,3 BHK,Society4,1200,2,3,71.12,3rd,Fully Furnished
Built-up,Under Construction,Viman Nagar,1 BHK,Society3,800,2,1,95.96,2nd,Fully Furnished
Carpet,Under Construction,Wakad,3 BHK,Society4,1200,3,1,71.03,Ground,Unfurnished
Built-up,Under Construction,Sadashiv Peth,2 BHK,Society2,1000,1,3,47.76,4th,Unfurnished
Carpet,Under Construction,Hadapsar,4 BHK,Society1,1500,2,1,57.3,Top,Unfurnished
Carpet,Ready To Move,Magarpatta,4 BHK,Society2,1500,1,1,98.12,Ground,Unfurnished
Carpet,Under Construction,Kharadi,2 BHK,Society1,1000,3,1,92.51,5th,Fully Furnished
Carpet,Ready To Move,Aundh,2 BHK,Society4,1000,4,3,94.31,2nd,Fully Furnished
Built-up,Ready To Move,Pashan,4 BHK,Society1,1500,4,2,67.94,5th,Fully Furnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society5,1200,4,1,91.05,Ground,Fully Furnished
Carpet,Under Construction,Baner,2 BHK,Society5,1000,3,1,97.77,Top,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,1 BHK,Society3,800,1,1,49.28,4th,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,1 BHK,Society1,800,4,1,84.35,2nd,Unfurnished
Super Built-up,Under Construction,Viman Nagar,4 BHK,Society3,1500,3,1,102.25,5th,Fully Furnished
Carpet,Under Construction,Kothrud,3 BHK,Society2,1200,1,3,76.68,3rd,Unfurnished
Carpet,Under Construction,Kothrud,2 BHK,Society5,1000,1,3,72.16,1st,Semi-Furnished
Carpet,,Wakad,1 BHK,Society3,800,2,1,64.96,Ground,Fully Furnished
Carpet,,Pimpri-Chinchwad,2 BHK,Society3,1000,2,2,63.22,5th,Unfurnished
Built-up,Ready To Move,Wakad,2 BHK,Society4,1000,2,2,67.18,1st,Unfurnished
Carpet,Ready To Move,Hinjawadi,3 BHK,Society3,1200,1,2,90.91,3rd,Fully Furnished
Built-up,Under Construction,Magarpatta,2 BHK,Society2,1000,3,2,93.56,Ground,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,3 BHK,Society3,1200,2,2,50.3,1st,Semi-Furnished
Built-up,Ready To Move,Magarpatta,4 BHK,Society4,1500,4,1,97.01,4th,Unfurnished
Super Built-up,Under Construction,Kharadi,3 BHK,Society2,1200,2,3,95.41,1st,Unfurnished
Super Built-up,Under Construction,Hadapsar,1 BHK,Society4,800,4,3,50.79,4th,Semi-Furnished
Super Built-up,Under Construction,Pimpri-Chinchwad,1 BHK,Society1,800,2,1,59.49,2nd,Fully Furnished
Built-up,Under Construction,Aundh,1 BHK,Society2,800,3,1,92.22,5th,Fully Furnished
Super Built-up,Under Construction,Pashan,1 BHK,Society1,800,4,1,60.6,1st,Semi-Furnished
Carpet,Ready To Move,Shivaji Nagar,1 BHK,Society5,800,1,2,85.28,2nd,Semi-Furnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society1,1200,3,1,101.7,Ground,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,4 BHK,Society2,1500,3,3,93.3,1st,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society2,1000,4,3,94.68,4th,Unfurnished
Super Built-up,Ready To Move,Viman Nagar,4 BHK,Society4,1500,2,3,102.27,4th,Unfurnished
Carpet,Under Construction,Wakad,3 BHK,Society1,1200,4,3,71.84,Top,Unfurnished
Carpet,Ready To Move,Hadapsar,3 BHK,Society1,1200,4,2,55.67,2nd,Fully Furnished
Super Built-up,Under Construction,Kothrud,2 BHK,Society3,1000,2,3,72.6,1st,Unfurnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society1,800,4,3,44.4,Top,Semi-Furnished
Carpet,Under Construction,Aundh,1 BHK,Society1,800,1,2,,,Semi-Furnished
Super Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society1,1200,3,3,,,Fully Furnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society3,800,3,1,45.28,Top,Unfurnished
Super Built-up,Under Construction,Pimpri-Chinchwad,4 BHK,Society1,1500,2,2,68.02,2nd,Fully Furnished
Carpet,Ready To Move,Hinjawadi,1 BHK,Society1,800,2,1,85.08,1st,Semi-Furnished
Built-up,Under Construction,Shivaji Nagar,2 BHK,Society3,1000,4,3,87.95,Top,Semi-Furnished
Super Built-up,Ready To Move,Viman Nagar,2 BHK,Society4,1000,1,3,98.46,Top,Semi-Furnished
Carpet,Under Construction,Magarpatta,2 BHK,Society4,1000,1,2,93.73,Top,Semi-Furnished
Super Built-up,Under Construction,Hinjawadi,2 BHK,Society2,1000,1,2,87.72,Top,Unfurnished
Carpet,Under Construction,Sadashiv Peth,4 BHK,Society1,1500,1,1,53.35,Ground,Unfurnished
Super Built-up,Ready To Move,Wakad,3 BHK,Society3,1200,3,1,71.73,1st,Unfurnished
Carpet,Under Construction,Viman Nagar,1 BHK,Society1,800,,,,5th,Fully Furnished
Super Built-up,Ready To Move,Wakad,2 BHK,Society3,1000,,,,2nd,Unfurnished
Built-up,Under Construction,Wakad,3 BHK,Society1,1200,2,1,71.33,4th,Unfurnished
Built-up,Ready To Move,Aundh,2 BHK,Society5,1000,4,2,95.24,5th,Semi-Furnished
Carpet,Under Construction,Viman Nagar,4 BHK,Society2,1500,4,2,103.44,3rd,Unfurnished
Carpet,Ready To Move,Pashan,2 BHK,Society4,1000,1,2,62.43,Ground,Semi-Furnished
Super Built-up,Under Construction,Hadapsar,2 BHK,Society3,1000,4,3,52.27,5th,Semi-Furnished
Built-up,Under Construction,Sadashiv Peth,4 BHK,Society4,1500,4,2,52.09,Ground,Unfurnished
Super Built-up,Under Construction,Viman Nagar,3 BHK,Society3,1200,1,1,101.28,Ground,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,4 BHK,Society3,1500,4,2,58.06,1st,Semi-Furnished
Carpet,Ready To Move,Sadashiv Peth,4 BHK,Society1,1500,3,1,52.7,3rd,Unfurnished
Carpet,Ready To Move,Magarpatta,1 BHK,Society4,800,3,3,89.11,4th,Semi-Furnished
Super Built-up,Ready To Move,Baner,4 BHK,Society1,1500,3,1,103.33,1st,Semi-Furnished
Built-up,Ready To Move,Viman Nagar,3 BHK,Society1,1200,1,1,101.14,3rd,Fully Furnished
Super Built-up,Under Construction,Kothrud,1 BHK,Society4,800,3,3,69.97,3rd,Fully Furnished
,Ready To Move,Shivaji Nagar,1 BHK,Society3,800,2,2,85.01,Top,Semi-Furnished
Carpet,Under Construction,Sadashiv Peth,,,1500,4,3,52.32,5th,Semi-Furnished
Built-up,Under Construction,Magarpatta,,,1000,2,1,92.69,4th,Fully Furnished
Super Built-up,Ready To Move,Baner,1 BHK,Society3,800,3,3,94.75,Ground,Fully Furnished
Built-up,Under Construction,Hadapsar,3 BHK,Society4,1200,2,2,56.83,3rd,Unfurnished
Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society2,800,2,2,45.11,2nd,Unfurnished
Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society2,1200,3,2,90.33,3rd,Semi-Furnished
Super Built-up,Ready To Move,Sadashiv Peth,3 BHK,Society4,1200,4,2,51.37,Top,Fully Furnished
Super Built-up,Under Construction,Aundh,3 BHK,Society3,1200,4,3,97.12,2nd,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,1 BHK,Society2,800,2,1,84.09,3rd,Semi-Furnished
Built-up,Ready To Move,Aundh,4 BHK,Society3,1500,4,3,99.14,2nd,Semi-Furnished
Super Built-up,Under Construction,Pashan,4 BHK,Society1,1500,1,2,67.42,Top,Fully Furnished
Carpet,Ready To Move,Hinjawadi,1 BHK,Society1,800,1,3,84.49,Top,Semi-Furnished
Super Built-up,Under Construction,Shivaji Nagar,1 BHK,Society1,800,1,1,85.95,Top,Fully Furnished
Built-up,Ready To Move,Pimpri-Chinchwad,1 BHK,Society3,800,2,2,59.23,5th,Semi-Furnished
Super Built-up,Ready To Move,Baner,4 BHK,Society1,1500,3,2,103.86,4th,Semi-Furnished
Super Built-up,Under Construction,Pashan,4 BHK,Society1,1500,4,2,68.27,Ground,Fully Furnished
Super Built-up,Ready To Move,Hinjawadi,2 BHK,Society2,1000,2,3,88.77,5th,Unfurnished
Carpet,Ready To Move,Kharadi,3 BHK,Society1,1200,4,1,96.76,4th,Unfurnished
Super Built-up,Ready To Move,Magarpatta,1 BHK,Society5,800,4,2,90.08,1st,Semi-Furnished
Built-up,Ready To Move,Viman Nagar,4 BHK,Society2,1500,2,3,103.9,4th,Fully Furnished
Built-up,Ready To Move,Magarpatta,2 BHK,Society1,1000,2,2,92.92,Top,Semi-Furnished
Carpet,Under Construction,Aundh,2 BHK,Society3,1000,3,1,95.33,Ground,Unfurnished
Built-up,Under Construction,Shivaji Nagar,4 BHK,Society1,1500,4,2,92.96,3rd,Semi-Furnished
Carpet,Ready To Move,Pashan,3 BHK,Society4,1200,4,2,66.5,Ground,Unfurnished
Carpet,Under Construction,Viman Nagar,1 BHK,Society3,800,3,3,95.84,5th,Unfurnished
Super Built-up,Under Construction,Hadapsar,2 BHK,Society5,1000,1,3,53.7,Ground,Semi-Furnished
Carpet,,Shivaji Nagar,4 BHK,Society3,1500,3,2,93.35,4th,Fully Furnished
Built-up,,,2 BHK,Society4,1000,2,3,48.95,1st,Fully Furnished
Super Built-up,,,3 BHK,Society3,1200,2,2,96.92,5th,Fully Furnished
Carpet,,,3 BHK,Society5,1200,3,2,55.3,1st,Unfurnished
Built-up,Ready To Move,,3 BHK,Society3,1200,2,3,100.83,1st,Fully Furnished
Super Built-up,Under Construction,Shivaji Nagar,3 BHK,Society4,1200,3,3,90.04,5th,Semi-Furnished
Built-up,Ready To Move,Aundh,2 BHK,Society2,1000,3,1,94.99,2nd,Semi-Furnished
Super Built-up,Under Construction,,,Society5,1000,2,3,73.94,4th,Semi-Furnished
Carpet,Ready To Move,,,Society5,1000,2,1,53.6,1st,Fully Furnished
Built-up,Ready To Move,,,Society5,800,4,1,92.26,Ground,Unfurnished
Super Built-up,Under Construction,,,Society4,1200,1,3,70.83,4th,Unfurnished
Super Built-up,Ready To Move,,,Society4,1000,3,1,63.52,2nd,Fully Furnished
Super Built-up,Ready To Move,Shivaji Nagar,3 BHK,Society3,1200,4,1,91.37,Top,Unfurnished
Built-up,Under Construction,Kharadi,4 BHK,Society5,1500,3,1,97.94,4th,Fully Furnished
Built-up,Under Construction,Magarpatta,4 BHK,Society2,1500,4,1,97.92,Top,Semi-Furnished
Super Built-up,Ready To Move,Hinjawadi,3 BHK,Society3,1200,2,3,91.92,Ground,Fully Furnished
Carpet,Ready To Move,Pashan,3 BHK,Society4,1200,1,3,66.21,3rd,Fully Furnished
Carpet,Ready To Move,Aundh,2 BHK,Society4,1000,1,2,94.98,Top,Fully Furnished
Carpet,Under Construction,Magarpatta,2 BHK,,1000,3,3,93.26,5th,Fully Furnished
Built-up,Ready To Move,Shivaji Nagar,1 BHK,,800,2,3,85.81,5th,Semi-Furnished
Built-up,Ready To Move,Hinjawadi,3 BHK,,1200,3,1,90.63,Ground,Unfurnished
Super Built-up,Ready To Move,Aundh,3 BHK,,1200,2,1,97.1,3rd,Fully Furnished
Carpet,Under Construction,Magarpatta,2 BHK,,1000,2,2,92.29,5th,Fully Furnished
Carpet,Under Construction,Hinjawadi,3 BHK,,1200,3,2,91.05,4th,Unfurnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society1,1200,2,3,90.9,Ground,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society3,800,3,1,45.94,1st,Unfurnished
Carpet,Ready To Move,Baner,2 BHK,Society4,1000,1,2,97.32,2nd,Unfurnished
Carpet,Under Construction,Hadapsar,3 BHK,Society5,1200,,2,56.88,4th,Unfurnished
Built-up,Under Construction,Shivaji Nagar,4 BHK,Society2,1500,,2,92.12,Ground,Semi-Furnished
Super Built-up,Ready To Move,Sadashiv Peth,1 BHK,Society1,800,3,3,45.64,1st,Semi-Furnished
Carpet,Under Construction,Magarpatta,3 BHK,Society4,1200,2,2,95.23,2nd,Semi-Furnished
Super Built-up,Ready To Move,Hadapsar,3 BHK,Society4,1200,,1,55.6,2nd,Unfurnished
Super Built-up,Ready To Move,Pashan,1 BHK,Society2,800,1,1,59.5,Top,Semi-Furnished
Built-up,Ready To Move,Pashan,3 BHK,Society1,1200,3,3,66.46,5th,Unfurnished
Built-up,Under Construction,Aundh,1 BHK,Society1,800,4,2,92.48,1st,Unfurnished
Carpet,Under Construction,Shivaji Nagar,2 BHK,Society5,1000,2,2,87.44,5th,Semi-Furnished
Built-up,Ready To Move,Pashan,1 BHK,Society4,800,2,1,60.27,Ground,Fully Furnished
Super Built-up,Under Construction,Kothrud,2 BHK,Society5,1000,1,1,73.41,1st,Unfurnished
Built-up,Under Construction,Aundh,2 BHK,Society1,1000,3,3,95.21,Ground,Unfurnished
Built-up,Under Construction,Pashan,1 BHK,Society3,800,2,2,59.82,1st,Fully Furnished
Super Built-up,Ready To Move,Baner,1 BHK,Society3,800,1,2,95.7,5th,Unfurnished
Super Built-up,Under Construction,Hinjawadi,3 BHK,Society4,1200,1,2,90.42,1st,Fully Furnished
Built-up,Under Construction,Kothrud,4 BHK,Society3,1500,1,,77.76,3rd,Semi-Furnished
Carpet,Under Construction,Hinjawadi,4 BHK,Society3,1500,2,1,92.79,4th,Semi-Furnished
Built-up,Ready To Move,Pashan,3 BHK,Society3,1200,1,3,66.04,1st,Fully Furnished
Built-up,Under Construction,Sadashiv Peth,4 BHK,Society5,1500,2,1,52.69,Ground,Semi-Furnished
Super Built-up,Ready To Move,Kharadi,4 BHK,Society5,1500,4,1,97.62,Ground,Fully Furnished
Carpet,Under Construction,Shivaji Nagar,1 BHK,Society2,800,3,1,84.9,Ground,Unfurnished
Carpet,Under Construction,Hinjawadi,1 BHK,Society4,800,2,2,84.41,2nd,Fully Furnished
Carpet,Under Construction,Kharadi,1 BHK,Society5,800,2,3,89.2,Ground,Fully Furnished
Built-up,Under Construction,Magarpatta,4 BHK,Society5,1500,4,1,98.76,1st,Fully Furnished
Super Built-up,Under Construction,Kharadi,4 BHK,Society2,1500,4,1,97.18,2nd,Fully Furnished
Built-up,Under Construction,Shivaji Nagar,1 BHK,Society2,800,2,1,84.13,Top,Fully Furnished
Built-up,Under Construction,Pashan,4 BHK,Society3,1500,3,1,67.01,2nd,Semi-Furnished
Super Built-up,Ready To Move,Aundh,3 BHK,Society1,1200,4,3,,Ground,Fully Furnished
Carpet,Ready To Move,Kharadi,3 BHK,Society2,1200,1,2,96.04,5th,Fully Furnished
Super Built-up,Ready To Move,Aundh,2 BHK,Society2,1000,2,1,95.05,5th,Semi-Furnished
Carpet,Ready To Move,Baner,3 BHK,Society2,1200,4,3,100.37,3rd,Unfurnished
Built-up,Ready To Move,Viman Nagar,3 BHK,Society4,1200,4,3,100.59,1st,Fully Furnished
Built-up,Ready To Move,Hadapsar,3 BHK,Society5,1200,4,1,56.37,Top,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,2 BHK,Society4,1000,4,2,48.48,4th,Semi-Furnished
Built-up,Ready To Move,Kharadi,4 BHK,Society4,1500,2,2,97.74,Top,Unfurnished
Carpet,Ready To Move,Baner,1 BHK,Society4,800,3,1,95.89,Ground,Semi-Furnished
Carpet,Under Construction,Kharadi,2 BHK,Society3,1000,4,3,92.08,Ground,Unfurnished
Super Built-up,Under Construction,Shivaji Nagar,1 BHK,Society3,800,1,1,85.18,1st,Fully Furnished
Super Built-up,Ready To Move,Hinjawadi,1 BHK,Society4,800,2,2,84.62,5th,Semi-Furnished
Built-up,Ready To Move,Aundh,3 BHK,Society3,1200,1,1,98.38,Top,Unfurnished
Built-up,Under Construction,Hadapsar,2 BHK,,1000,4,1,53.95,5th,Unfurnished
Built-up,Ready To Move,Kharadi,4 BHK,Society2,1500,4,2,97.7,4th,Semi-Furnished
Built-up,Under Construction,Baner,3 BHK,Society3,1200,1,1,101.11,3rd,Semi-Furnished
Super Built-up,Under Construction,Sadashiv Peth,1 BHK,Society5,800,4,3,45.03,2nd,Fully Furnished
Carpet,Ready To Move,Hinjawadi,4 BHK,Society2,1500,1,3,92.72,4th,Semi-Furnished
Built-up,Under Construction,Hinjawadi,1 BHK,Society5,800,1,1,84.24,Top,Unfurnished
Carpet,Ready To Move,Shivaji Nagar,3 BHK,Society5,1200,1,1,90.22,Ground,Semi-Furnished
Carpet,Ready To Move,Viman Nagar,2 BHK,Society3,1000,3,1,98.31,1st,Unfurnished
Super Built-up,Ready To Move,Pimpri-Chinchwad,3 BHK,Society3,1200,3,3,66.39,3rd,Semi-Furnished
Carpet,Under Construction,Baner,1 BHK,Society4,800,1,2,94.19,2nd,Fully Furnished
Super Built-up,Under Construction,Hadapsar,2 BHK,Society1,1000,1,3,52.78,Ground,Semi-Furnished
